signal_position,entry_position,exit_position,signal_date,entry_date,exit_date,side,branch,entry_delay_bars,hold_bars
71031,71034,71046,2020-09-03 15:15:00,2020-09-03 15:30:00,2020-09-03 16:30:00,-1,primary:upper_rejection,3,12
71577,71580,71592,2020-09-05 12:45:00,2020-09-05 13:00:00,2020-09-05 14:00:00,1,primary:lower_rejection,3,12
72130,72133,72145,2020-09-07 10:50:00,2020-09-07 11:05:00,2020-09-07 12:05:00,-1,primary:upper_rejection,3,12
77889,77892,77904,2020-09-27 10:45:00,2020-09-27 11:00:00,2020-09-27 12:00:00,-1,primary:upper_rejection,3,12
78310,78313,78325,2020-09-28 21:50:00,2020-09-28 22:05:00,2020-09-28 23:05:00,-1,primary:upper_rejection,3,12
78327,78330,78342,2020-09-28 23:15:00,2020-09-28 23:30:00,2020-09-29 00:30:00,-1,primary:upper_rejection,3,12
78937,78940,78952,2020-10-01 02:05:00,2020-10-01 02:20:00,2020-10-01 03:20:00,-1,primary:upper_rejection,3,12
79067,79070,79082,2020-10-01 12:55:00,2020-10-01 13:10:00,2020-10-01 14:10:00,1,primary:lower_rejection,3,12
80321,80324,80336,2020-10-05 21:25:00,2020-10-05 21:40:00,2020-10-05 22:40:00,-1,primary:upper_rejection,3,12
81529,81532,81544,2020-10-10 02:05:00,2020-10-10 02:20:00,2020-10-10 03:20:00,1,primary:lower_rejection,3,12
81950,81953,81965,2020-10-11 13:10:00,2020-10-11 13:25:00,2020-10-11 14:25:00,1,primary:lower_rejection,3,12
82628,82631,82643,2020-10-13 21:40:00,2020-10-13 21:55:00,2020-10-13 22:55:00,1,primary:lower_rejection,3,12
84467,84470,84482,2020-10-20 06:55:00,2020-10-20 07:10:00,2020-10-20 08:10:00,-1,primary:upper_rejection,3,12
84525,84528,84540,2020-10-20 11:45:00,2020-10-20 12:00:00,2020-10-20 13:00:00,-1,primary:upper_rejection,3,12
84939,84942,84954,2020-10-21 22:15:00,2020-10-21 22:30:00,2020-10-21 23:30:00,-1,primary:upper_rejection,3,12
85045,85048,85060,2020-10-22 07:05:00,2020-10-22 07:20:00,2020-10-22 08:20:00,1,primary:lower_rejection,3,12
85973,85976,85988,2020-10-25 12:25:00,2020-10-25 12:40:00,2020-10-25 13:40:00,-1,primary:upper_rejection,3,12
86525,86528,86540,2020-10-27 10:25:00,2020-10-27 10:40:00,2020-10-27 11:40:00,-1,primary:upper_rejection,3,12
86637,86640,86652,2020-10-27 19:45:00,2020-10-27 20:00:00,2020-10-27 21:00:00,1,primary:lower_rejection,3,12
86677,86680,86692,2020-10-27 23:05:00,2020-10-27 23:20:00,2020-10-28 00:20:00,1,primary:lower_rejection,3,12
86848,86851,86863,2020-10-28 13:20:00,2020-10-28 13:35:00,2020-10-28 14:35:00,-1,primary:upper_rejection,3,12
87348,87351,87363,2020-10-30 07:00:00,2020-10-30 07:15:00,2020-10-30 08:15:00,-1,primary:upper_rejection,3,12
87651,87654,87666,2020-10-31 08:15:00,2020-10-31 08:30:00,2020-10-31 09:30:00,1,primary:lower_rejection,3,12
87825,87828,87840,2020-10-31 22:45:00,2020-10-31 23:00:00,2020-11-01 00:00:00,-1,primary:upper_rejection,3,12
88681,88684,88696,2020-11-03 22:05:00,2020-11-03 22:20:00,2020-11-03 23:20:00,-1,primary:upper_rejection,3,12
88845,88848,88860,2020-11-04 11:45:00,2020-11-04 12:00:00,2020-11-04 13:00:00,-1,primary:upper_rejection,3,12
89158,89161,89173,2020-11-05 13:50:00,2020-11-05 14:05:00,2020-11-05 15:05:00,1,primary:lower_rejection,3,12
89214,89217,89229,2020-11-05 18:30:00,2020-11-05 18:45:00,2020-11-05 19:45:00,1,primary:lower_rejection,3,12
89417,89420,89432,2020-11-06 11:25:00,2020-11-06 11:40:00,2020-11-06 12:40:00,1,primary:lower_rejection,3,12
89561,89564,89576,2020-11-06 23:25:00,2020-11-06 23:40:00,2020-11-07 00:40:00,-1,primary:upper_rejection,3,12
89668,89671,89683,2020-11-07 08:20:00,2020-11-07 08:35:00,2020-11-07 09:35:00,-1,primary:upper_rejection,3,12
89965,89968,89980,2020-11-08 09:05:00,2020-11-08 09:20:00,2020-11-08 10:20:00,-1,primary:upper_rejection,3,12
90001,90004,90016,2020-11-08 12:05:00,2020-11-08 12:20:00,2020-11-08 13:20:00,-1,primary:upper_rejection,3,12
90016,90019,90031,2020-11-08 13:20:00,2020-11-08 13:35:00,2020-11-08 14:35:00,-1,primary:upper_rejection,3,12
90065,90068,90080,2020-11-08 17:25:00,2020-11-08 17:40:00,2020-11-08 18:40:00,-1,primary:upper_rejection,3,12
90852,90855,90867,2020-11-11 11:00:00,2020-11-11 11:15:00,2020-11-11 12:15:00,-1,primary:upper_rejection,3,12
91127,91130,91142,2020-11-12 09:55:00,2020-11-12 10:10:00,2020-11-12 11:10:00,-1,primary:upper_rejection,3,12
91275,91278,91290,2020-11-12 22:15:00,2020-11-12 22:30:00,2020-11-12 23:30:00,-1,primary:upper_rejection,3,12
92635,92638,92650,2020-11-17 15:35:00,2020-11-17 15:50:00,2020-11-17 16:50:00,-1,primary:upper_rejection,3,12
92863,92866,92878,2020-11-18 10:35:00,2020-11-18 10:50:00,2020-11-18 11:50:00,-1,primary:upper_rejection,3,12
93050,93053,93065,2020-11-19 02:10:00,2020-11-19 02:25:00,2020-11-19 03:25:00,-1,primary:upper_rejection,3,12
93399,93402,93414,2020-11-20 07:15:00,2020-11-20 07:30:00,2020-11-20 08:30:00,1,primary:lower_rejection,3,12
93445,93448,93460,2020-11-20 11:05:00,2020-11-20 11:20:00,2020-11-20 12:20:00,-1,primary:upper_rejection,3,12
93493,93496,93508,2020-11-20 15:05:00,2020-11-20 15:20:00,2020-11-20 16:20:00,-1,primary:upper_rejection,3,12
93784,93787,93799,2020-11-21 15:20:00,2020-11-21 15:35:00,2020-11-21 16:35:00,-1,primary:upper_rejection,3,12
94193,94196,94208,2020-11-23 01:25:00,2020-11-23 01:40:00,2020-11-23 02:40:00,-1,primary:upper_rejection,3,12
94339,94342,94354,2020-11-23 13:35:00,2020-11-23 13:50:00,2020-11-23 14:50:00,1,primary:lower_rejection,3,12
94356,94359,94371,2020-11-23 15:00:00,2020-11-23 15:15:00,2020-11-23 16:15:00,-1,primary:upper_rejection,3,12
94554,94557,94569,2020-11-24 07:30:00,2020-11-24 07:45:00,2020-11-24 08:45:00,-1,primary:upper_rejection,3,12
94578,94581,94593,2020-11-24 09:30:00,2020-11-24 09:45:00,2020-11-24 10:45:00,1,primary:lower_rejection,3,12
95142,95145,95157,2020-11-26 08:30:00,2020-11-26 08:45:00,2020-11-26 09:45:00,-1,primary:upper_rejection,3,12
95157,95160,95172,2020-11-26 09:45:00,2020-11-26 10:00:00,2020-11-26 11:00:00,1,primary:lower_rejection,3,12
95181,95184,95196,2020-11-26 11:45:00,2020-11-26 12:00:00,2020-11-26 13:00:00,1,primary:lower_rejection,3,12
96283,96286,96298,2020-11-30 07:35:00,2020-11-30 07:50:00,2020-11-30 08:50:00,-1,primary:upper_rejection,3,12
96372,96375,96387,2020-11-30 15:00:00,2020-11-30 15:15:00,2020-11-30 16:15:00,1,primary:lower_rejection,3,12
96388,96391,96403,2020-11-30 16:20:00,2020-11-30 16:35:00,2020-11-30 17:35:00,-1,primary:upper_rejection,3,12
96567,96570,96582,2020-12-01 07:15:00,2020-12-01 07:30:00,2020-12-01 08:30:00,-1,primary:upper_rejection,3,12
96579,96582,96594,2020-12-01 08:15:00,2020-12-01 08:30:00,2020-12-01 09:30:00,-1,primary:upper_rejection,3,12
96634,96637,96649,2020-12-01 12:50:00,2020-12-01 13:05:00,2020-12-01 14:05:00,-1,primary:upper_rejection,3,12
96770,96773,96785,2020-12-02 00:10:00,2020-12-02 00:25:00,2020-12-02 01:25:00,1,primary:lower_rejection,3,12
97618,97621,97633,2020-12-04 22:50:00,2020-12-04 23:05:00,2020-12-05 00:05:00,-1,primary:upper_rejection,3,12
98352,98355,98367,2020-12-07 12:00:00,2020-12-07 12:15:00,2020-12-07 13:15:00,1,primary:lower_rejection,3,12
98700,98703,98715,2020-12-08 17:00:00,2020-12-08 17:15:00,2020-12-08 18:15:00,1,primary:lower_rejection,3,12
99264,99267,99279,2020-12-10 16:00:00,2020-12-10 16:15:00,2020-12-10 17:15:00,-1,primary:upper_rejection,3,12
99452,99455,99467,2020-12-11 07:40:00,2020-12-11 07:55:00,2020-12-11 08:55:00,-1,primary:upper_rejection,3,12
100054,100057,100069,2020-12-13 09:50:00,2020-12-13 10:05:00,2020-12-13 11:05:00,-1,primary:upper_rejection,3,12
100082,100085,100097,2020-12-13 12:10:00,2020-12-13 12:25:00,2020-12-13 13:25:00,-1,primary:upper_rejection,3,12
100524,100527,100539,2020-12-15 01:00:00,2020-12-15 01:15:00,2020-12-15 02:15:00,-1,primary:upper_rejection,3,12
100635,100638,100650,2020-12-15 10:15:00,2020-12-15 10:30:00,2020-12-15 11:30:00,1,primary:lower_rejection,3,12
100947,100950,100962,2020-12-16 12:15:00,2020-12-16 12:30:00,2020-12-16 13:30:00,-1,primary:upper_rejection,3,12
100967,100970,100982,2020-12-16 13:55:00,2020-12-16 14:10:00,2020-12-16 15:10:00,-1,primary:upper_rejection,3,12
100980,100983,100995,2020-12-16 15:00:00,2020-12-16 15:15:00,2020-12-16 16:15:00,-1,primary:upper_rejection,3,12
101068,101071,101083,2020-12-16 22:20:00,2020-12-16 22:35:00,2020-12-16 23:35:00,1,primary:lower_rejection,3,12
101231,101234,101246,2020-12-17 11:55:00,2020-12-17 12:10:00,2020-12-17 13:10:00,1,primary:lower_rejection,3,12
102176,102179,102191,2020-12-20 18:40:00,2020-12-20 18:55:00,2020-12-20 19:55:00,-1,primary:upper_rejection,3,12
102292,102295,102307,2020-12-21 04:20:00,2020-12-21 04:35:00,2020-12-21 05:35:00,-1,primary:upper_rejection,3,12
102596,102599,102611,2020-12-22 05:40:00,2020-12-22 05:55:00,2020-12-22 06:55:00,-1,primary:upper_rejection,3,12
103631,103634,103646,2020-12-25 19:55:00,2020-12-25 20:10:00,2020-12-25 21:10:00,1,primary:lower_rejection,3,12
103850,103853,103865,2020-12-26 14:10:00,2020-12-26 14:25:00,2020-12-26 15:25:00,1,primary:lower_rejection,3,12
103948,103951,103963,2020-12-26 22:20:00,2020-12-26 22:35:00,2020-12-26 23:35:00,1,primary:lower_rejection,3,12
104101,104104,104116,2020-12-27 11:05:00,2020-12-27 11:20:00,2020-12-27 12:20:00,1,primary:lower_rejection,3,12
104136,104139,104151,2020-12-27 14:00:00,2020-12-27 14:15:00,2020-12-27 15:15:00,-1,primary:upper_rejection,3,12
104536,104539,104551,2020-12-28 23:20:00,2020-12-28 23:35:00,2020-12-29 00:35:00,-1,primary:upper_rejection,3,12
104650,104653,104665,2020-12-29 08:50:00,2020-12-29 09:05:00,2020-12-29 10:05:00,1,primary:lower_rejection,3,12
104808,104811,104823,2020-12-29 22:00:00,2020-12-29 22:15:00,2020-12-29 23:15:00,1,primary:lower_rejection,3,12
104881,104884,104896,2020-12-30 04:05:00,2020-12-30 04:20:00,2020-12-30 05:20:00,-1,primary:upper_rejection,3,12
105010,105013,105025,2020-12-30 14:50:00,2020-12-30 15:05:00,2020-12-30 16:05:00,-1,primary:upper_rejection,3,12
105124,105127,105139,2020-12-31 00:20:00,2020-12-31 00:35:00,2020-12-31 01:35:00,-1,primary:upper_rejection,3,12
105298,105301,105313,2020-12-31 14:50:00,2020-12-31 15:05:00,2020-12-31 16:05:00,1,primary:lower_rejection,3,12
105761,105764,105776,2021-01-02 05:25:00,2021-01-02 05:40:00,2021-01-02 06:40:00,-1,primary:upper_rejection,3,12
105864,105867,105879,2021-01-02 14:00:00,2021-01-02 14:15:00,2021-01-02 15:15:00,-1,primary:upper_rejection,3,12
105896,105899,105911,2021-01-02 16:40:00,2021-01-02 16:55:00,2021-01-02 17:55:00,-1,primary:upper_rejection,3,12
106046,106049,106061,2021-01-03 05:10:00,2021-01-03 05:25:00,2021-01-03 06:25:00,1,primary:lower_rejection,3,12
106250,106253,106265,2021-01-03 22:10:00,2021-01-03 22:25:00,2021-01-03 23:25:00,1,primary:lower_rejection,3,12
106266,106269,106281,2021-01-03 23:30:00,2021-01-03 23:45:00,2021-01-04 00:45:00,1,primary:lower_rejection,3,12
106401,106404,106416,2021-01-04 10:45:00,2021-01-04 11:00:00,2021-01-04 12:00:00,1,primary:lower_rejection,3,12
106440,106443,106455,2021-01-04 14:00:00,2021-01-04 14:15:00,2021-01-04 15:15:00,1,primary:lower_rejection,3,12
106784,106787,106799,2021-01-05 18:40:00,2021-01-05 18:55:00,2021-01-05 19:55:00,1,primary:lower_rejection,3,12
106986,106989,107001,2021-01-06 11:30:00,2021-01-06 11:45:00,2021-01-06 12:45:00,1,primary:lower_rejection,3,12
107294,107297,107309,2021-01-07 13:10:00,2021-01-07 13:25:00,2021-01-07 14:25:00,-1,primary:upper_rejection,3,12
107345,107348,107360,2021-01-07 17:25:00,2021-01-07 17:40:00,2021-01-07 18:40:00,-1,primary:upper_rejection,3,12
107606,107609,107621,2021-01-08 15:10:00,2021-01-08 15:25:00,2021-01-08 16:25:00,-1,primary:upper_rejection,3,12
107628,107631,107643,2021-01-08 17:00:00,2021-01-08 17:15:00,2021-01-08 18:15:00,1,primary:lower_rejection,3,12
108096,108099,108111,2021-01-10 08:00:00,2021-01-10 08:15:00,2021-01-10 09:15:00,-1,primary:upper_rejection,3,12
108208,108211,108223,2021-01-10 17:20:00,2021-01-10 17:35:00,2021-01-10 18:35:00,-1,primary:upper_rejection,3,12
108498,108501,108513,2021-01-11 17:30:00,2021-01-11 17:45:00,2021-01-11 18:45:00,1,primary:lower_rejection,3,12
109081,109084,109096,2021-01-13 18:05:00,2021-01-13 18:20:00,2021-01-13 19:20:00,1,primary:lower_rejection,3,12
109963,109966,109978,2021-01-16 19:35:00,2021-01-16 19:50:00,2021-01-16 20:50:00,-1,primary:upper_rejection,3,12
110135,110138,110150,2021-01-17 09:55:00,2021-01-17 10:10:00,2021-01-17 11:10:00,1,primary:lower_rejection,3,12
110456,110459,110471,2021-01-18 12:40:00,2021-01-18 12:55:00,2021-01-18 13:55:00,-1,primary:upper_rejection,3,12
110768,110771,110783,2021-01-19 14:40:00,2021-01-19 14:55:00,2021-01-19 15:55:00,-1,primary:upper_rejection,3,12
111524,111527,111539,2021-01-22 05:40:00,2021-01-22 05:55:00,2021-01-22 06:55:00,-1,primary:upper_rejection,3,12
111590,111593,111605,2021-01-22 11:10:00,2021-01-22 11:25:00,2021-01-22 12:25:00,-1,primary:upper_rejection,3,12
112786,112789,112801,2021-01-26 14:50:00,2021-01-26 15:05:00,2021-01-26 16:05:00,1,primary:lower_rejection,3,12
113142,113145,113157,2021-01-27 20:30:00,2021-01-27 20:45:00,2021-01-27 21:45:00,-1,primary:upper_rejection,3,12
113582,113585,113597,2021-01-29 09:10:00,2021-01-29 09:25:00,2021-01-29 10:25:00,1,primary:lower_rejection,3,12
113709,113712,113724,2021-01-29 19:45:00,2021-01-29 20:00:00,2021-01-29 21:00:00,-1,primary:upper_rejection,3,12
